323	3 
324	14 
325	6 
326	2 
327	1 
328	5 
329	10 
330	4 
331	8 
332	5 
333	15 
334	1 
335	4 
336	11 
337	5 
338	13 
339	1 
340	8 
341	14 
342	3 
343	11 
344	8 
345	2 
346	11 
347	9 
348	11 
349	9 
350	4 
351	7 
352	4 
353	11 
354	4 
355	8 
356	14 
357	7 
358	4 
359	6 
360	9 
361	10 
362	3 
363	13 
364	9 
365	12 
366	11 
367	6 
368	1 
369	2 
370	13 
371	1 
372	5 
373	12 
374	10 
375	7 
376	5 
377	10 
378	6 
379	1 
380	15 
381	15 
382	8 
383	14 
384	11 
385	8 
386	9 
387	3 
388	4 
389	8 
390	9 
391	4 
392	2 
393	12 
394	3 
395	4 
396	13 
397	1 
398	2 
399	12 
400	9 
401	3 
402	6 
403	4 
404	8 
405	10 
406	8 
407	14 
408	15 
409	8 
410	11 
411	7 
412	11 
413	2 
414	5 
415	3 
416	12 
417	8 
418	1 
419	4 
420	9 
421	9 
422	10 
423	8 
424	15 
425	5 
426	8 
427	1 
428	8 
429	5 
430	9 
431	4 
432	2 
433	9 
434	9 
435	1 
436	14 
437	10 
438	12 
439	6 
440	8 
441	3 
442	10 
443	1 
444	9 
445	1 
446	13 
447	12 
448	9 
449	12 
450	3 
451	2 
452	2 
453	5 
454	1 
455	1 
456	10 
457	3 
458	14 
459	15 
460	12 
461	6 
462	1 
463	9 
464	9 
465	8 
466	11 
467	13 
468	10 
469	10 
470	4 
471	10 
472	3 
473	11 
474	11 
475	9 
476	11 
477	6 
478	14 
479	3 
480	7 
481	6 
482	12 
483	2 
484	11 
485	3 
486	7 
487	4 
488	5 
489	12 
490	15 
491	8 
492	13 
493	9 
494	4 
495	3 
496	13 
497	10 
498	5 
499	6 
500	1 
501	7 
502	8 
503	6 
504	1 
505	7 
506	12 
507	9 
508	14 
509	10 
510	2 
511	9 
512	7 
513	4 
514	4 
515	14 
516	3 
517	4 
518	10 
519	7 
520	8 
521	1 
522	8 
523	9 
524	13 
525	12 
526	10 
527	7 
528	10 
529	3 
530	1 
531	9 
532	4 
533	9 
534	14 
535	2 
536	7 
537	3 
538	11 
539	1 
540	3 
541	13 
542	15 
543	11 
544	9 
545	6 
546	13 
547	6 
548	13 
549	3 
550	13 
551	9 
552	9 
553	3 
554	13 
555	9 
556	14 
557	5 
558	8 
559	8 
560	15 
561	8 
562	9 
563	11 
564	4 
565	10 
566	15 
567	8 
568	2 
569	15 
570	9 
571	4 
572	7 
573	14 
574	2 
575	8 
576	7 
577	9 
578	1 
579	10 
580	11 
581	12 
582	2 
583	10 
584	14 
585	9 
586	10 
587	9 
588	11 
589	2 
590	3 
591	12 
592	10 
593	2 
594	10 
595	8 
596	1 
597	10 
598	12 
599	4 
600	13 
601	10 
602	2 
603	10 
604	3 
605	2 
606	1 
607	11 
608	14 
609	9 
610	10 
611	11 
612	1 
613	7 
614	8 
615	5 
616	8 
617	1 
618	4 
619	12 
620	2 
621	3 
622	13 
623	13 
624	15 
625	8 
626	10 
627	14 
628	14 
629	12 
630	8 
631	12 
632	3 
633	10 
634	12 
635	9 
636	1 
637	9 
638	8 
639	14 
640	10 
641	3 
642	6 
643	7 
644	12 
645	13 
646	11 
647	2 
648	6 
649	14 
650	9 
651	2 
652	9 
653	4 
654	8 
655	6 
656	6 
657	7 
658	4 
659	9 
660	4 
661	8 
662	15 
663	10 
664	5 
665	9 
666	3 
667	15 
668	14 
669	15 
670	6 
671	11 
672	10 
673	8 
674	1 
675	9 
676	5 
677	10 
678	1 
679	11 
680	9 
681	7 
682	4 
683	2 
684	4 
685	4 
686	7 
687	14 
688	9 
689	9 
690	9 
691	10 
692	11 
693	10 
694	14 
695	8 
696	5 
697	10 
698	11 
699	11 
700	4 
701	9 
702	14 
703	11 
704	7 
705	4 
706	8 
707	8 
708	7 
709	9 
710	9 
711	9 
712	7 
713	7 
714	2 
715	5 
716	9 
717	3 
718	5 
719	3 
720	15 
721	9 
722	5 
723	14 
724	5 
725	14 
726	2 
727	10 
728	8 
729	6 
730	10 
731	4 
732	9 
733	9 
734	1 
735	10 
736	1 
737	2 
738	5 
739	3 
740	8 
741	7 
742	2 
743	11 
744	2 
745	8 
746	1 
747	10 
748	5 
749	8 
750	6 
751	10 
752	14 
753	8 
754	3 
755	1 
756	1 
757	4 
758	9 
759	2 
760	14 
761	2 
762	8 
763	12 
764	3 
765	7 
766	15 
767	15 
768	6 
769	6 
770	5 
771	2 
772	10 
773	10 
774	9 
775	12 
776	6 
777	7 
778	1 
779	14 
780	15 
781	12 
782	5 
783	9 
784	8 
785	10 
786	13 
787	8 
788	3 
789	12 
790	2 
791	4 
792	4 
793	10 
794	3 
795	14 
796	9 
797	3 
798	2 
799	1 
800	6 
801	9 
802	15 
803	11 
804	8 
805	11 
806	9 
807	7 
808	8 
809	4 
810	4 
811	4 
812	5 
813	3 
814	8 
815	11 
816	2 
817	11 
818	15 
819	7 
820	12 
821	2 
822	8 
823	1 
824	9 
825	15 
826	2 
827	7 
828	5 
829	5 
830	9 
831	7 
832	1 
833	8 
834	7 
835	10 
836	10 
837	9 
838	8 
839	7 
840	1 
841	5 
842	15 
843	15 
844	1 
845	6 
846	8 
847	6 
848	8 
849	11 
850	2 
851	9 
852	10 
853	10 
854	15 
855	13 
856	12 
857	13 
858	3 
859	12 
860	8 
861	10 
862	10 
863	7 
864	3 
865	15 
866	4 
867	3 
868	4 
869	10 
870	13 
871	5 
872	5 
873	1 
874	14 
875	15 
876	8 
877	12 
878	9 
879	9 
880	7 
881	13 
882	9 
883	4 
884	10 
885	6 
886	10 
887	11 
888	2 
889	5 
890	8 
891	14 
892	10 
893	12 
894	1 
895	2 
896	11 
897	12 
898	13 
899	9 
900	6 
901	5 
902	13 
903	15 
904	3 
905	6 
906	15 
907	14 
908	3 
909	13 
910	12 
911	15 
912	7 
913	1 
914	12 
915	13 
916	15 
917	12 
918	6 
919	6 
920	9 
921	9 
922	2 
923	6 
924	13 
925	10 
926	13 
927	3 
928	9 
929	15 
930	5 
931	12 
932	11 
933	11 
934	10 
935	15 
936	7 
937	8 
938	1 
939	12 
940	1 
941	11 
942	5 
943	13 
944	8 
945	3 
946	1 
947	13 
948	14 
949	8 
950	13 
951	12 
952	5 
953	13 
954	15 
955	14 
956	12 
957	1 
958	15 
959	15 
960	2 
961	10 
962	10 
963	3 
964	2 
965	12 
966	3 
967	8 
968	8 
969	2 
970	15 
971	6 
972	3 
973	6 
974	10 
975	15 
976	7 
977	4 
978	4 
979	14 
980	4 
981	7 
982	1 
983	13 
984	13 
985	8 
986	13 
987	3 
988	8 
989	14 
990	1 
991	10 
992	5 
993	9 
994	13 
995	2 
996	4 
997	15 
998	3 
999	8 
1000	3 
